,tahun,bulan,jenis,kode_trayek,trayek,jumlah_penumpang,kategori_penumpang
700,2021,5,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,22375,Ramai Penumpang
701,2021,5,Angkutan Umum Integrasi,7D,Pancoran - TMII,22748,Ramai Penumpang
702,2021,5,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,74042,Padat Penumpang
703,2021,5,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,59239,Padat Penumpang
704,2021,5,Angkutan Umum Integrasi,6R,Ragunan - Stasiun MRT Fatmawati,1955,Sepi penumpang
705,2021,5,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,23488,Ramai Penumpang
706,2021,5,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,19834,Ramai Penumpang
707,2021,5,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,14432,Ramai Penumpang
708,2021,5,Angkutan Umum Integrasi,6F,Stasiun Manggarai - Ragunan,377,Sepi penumpang
709,2021,5,Angkutan Umum Integrasi,6C,Stasiun Tebet - Karet via Patra Kuningan,71930,Padat Penumpang
710,2021,5,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,72543,Padat Penumpang
711,2021,5,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,16819,Ramai Penumpang
712,2021,5,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,6123,Ramai Penumpang
713,2021,5,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,30816,Padat Penumpang
714,2021,5,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,31316,Padat Penumpang
715,2021,5,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,22119,Ramai Penumpang
716,2021,5,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,25213,Ramai Penumpang
717,2021,5,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,25213,Ramai Penumpang
718,2021,5,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,5854,Sepi penumpang
719,2021,5,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,6932,Ramai Penumpang
720,2021,5,Angkutan Umum Integrasi,1M,Meruya - Blok M,23297,Ramai Penumpang
721,2021,5,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,30212,Padat Penumpang
722,2021,5,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,6395,Ramai Penumpang
723,2021,5,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,60908,Padat Penumpang
724,2021,5,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,16327,Ramai Penumpang
725,2021,5,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,18874,Ramai Penumpang
726,2021,5,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,62524,Padat Penumpang
727,2021,5,Angkutan Umum Integrasi,12B,Pluit - Senen,9408,Ramai Penumpang
728,2021,5,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,8906,Ramai Penumpang
729,2021,5,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,51102,Padat Penumpang
730,2021,5,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,31667,Padat Penumpang
731,2021,5,Angkutan Umum Integrasi,GR2,Tanah Abang Explorer,3945,Sepi penumpang
732,2021,5,Angkutan Umum Integrasi,GR3,Ragunan - Departemen Pertanian,1386,Sepi penumpang
733,2021,5,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,17,Sepi penumpang
734,2021,5,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,24,Sepi penumpang
820,2021,12,Angkutan Umum Integrasi,9H,Cipedak - Blok M,0,Sepi penumpang
821,2021,12,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,0,Sepi penumpang
822,2021,12,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,0,Sepi penumpang
823,2021,12,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,0,Sepi penumpang
824,2021,12,Angkutan Umum Integrasi,8E,Bintaro - Blok M,0,Sepi penumpang
825,2021,12,Angkutan Umum Integrasi,8D,Joglo - Blok M,0,Sepi penumpang
826,2021,12,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,0,Sepi penumpang
827,2021,12,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,0,Sepi penumpang
828,2021,12,Angkutan Umum Integrasi,7D,Pancoran - TMII,0,Sepi penumpang
829,2021,12,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,0,Sepi penumpang
830,2021,12,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,0,Sepi penumpang
831,2021,12,Angkutan Umum Integrasi,6R,Ragunan - Stasiun MRT Fatmawati,0,Sepi penumpang
832,2021,12,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,0,Sepi penumpang
833,2021,12,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,0,Sepi penumpang
834,2021,12,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,8,Sepi penumpang
835,2021,12,Angkutan Umum Integrasi,6C,Stasiun Tebet - Karet via Patra Kuningan,0,Sepi penumpang
836,2021,12,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,0,Sepi penumpang
837,2021,12,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,0,Sepi penumpang
838,2021,12,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,0,Sepi penumpang
839,2021,12,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,0,Sepi penumpang
840,2021,12,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,0,Sepi penumpang
841,2021,12,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,0,Sepi penumpang
842,2021,12,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,176,Sepi penumpang
843,2021,12,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,0,Sepi penumpang
844,2021,12,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,0,Sepi penumpang
845,2021,12,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,0,Sepi penumpang
846,2021,12,Angkutan Umum Integrasi,1M,Meruya - Blok M,0,Sepi penumpang
847,2021,12,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,0,Sepi penumpang
848,2021,12,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,0,Sepi penumpang
849,2021,12,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,0,Sepi penumpang
850,2021,12,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,0,Sepi penumpang
851,2021,12,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,0,Sepi penumpang
852,2021,12,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,0,Sepi penumpang
853,2021,12,Angkutan Umum Integrasi,12B,Pluit - Senen,0,Sepi penumpang
854,2021,12,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,0,Sepi penumpang
855,2021,12,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,0,Sepi penumpang
856,2021,12,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,0,Sepi penumpang
940,2021,9,Angkutan Umum Integrasi,9H,Cipedak - Blok M,15763,Ramai Penumpang
941,2021,9,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,15640,Ramai Penumpang
942,2021,9,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,70179,Padat Penumpang
943,2021,9,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,8898,Ramai Penumpang
944,2021,9,Angkutan Umum Integrasi,8E,Bintaro - Blok M,16354,Ramai Penumpang
945,2021,9,Angkutan Umum Integrasi,8D,Joglo - Blok M,21647,Ramai Penumpang
946,2021,9,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,0,Sepi penumpang
947,2021,9,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,22113,Ramai Penumpang
948,2021,9,Angkutan Umum Integrasi,7D,Pancoran - TMII,17735,Ramai Penumpang
949,2021,9,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,63312,Padat Penumpang
950,2021,9,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,65877,Padat Penumpang
951,2021,9,Angkutan Umum Integrasi,6R,Ragunan - Stasiun MRT Fatmawati,0,Sepi penumpang
952,2021,9,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,21774,Ramai Penumpang
953,2021,9,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,18302,Ramai Penumpang
954,2021,9,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,18253,Ramai Penumpang
955,2021,9,Angkutan Umum Integrasi,6C,Stasiun Tebet - Karet via Patra Kuningan,79500,Padat Penumpang
956,2021,9,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,69464,Padat Penumpang
957,2021,9,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,13037,Ramai Penumpang
958,2021,9,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,6075,Sepi penumpang
959,2021,9,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,33478,Padat Penumpang
960,2021,9,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,29193,Padat Penumpang
961,2021,9,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,22173,Ramai Penumpang
962,2021,9,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,11913,Ramai Penumpang
963,2021,9,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,22527,Ramai Penumpang
964,2021,9,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,7611,Ramai Penumpang
965,2021,9,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,12148,Ramai Penumpang
966,2021,9,Angkutan Umum Integrasi,1M,Meruya - Blok M,18366,Ramai Penumpang
967,2021,9,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,32607,Padat Penumpang
968,2021,9,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,0,Sepi penumpang
969,2021,9,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,65276,Padat Penumpang
970,2021,9,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,12038,Ramai Penumpang
971,2021,9,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,25509,Ramai Penumpang
972,2021,9,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,54065,Padat Penumpang
973,2021,9,Angkutan Umum Integrasi,12B,Pluit - Senen,8145,Ramai Penumpang
974,2021,9,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,9875,Ramai Penumpang
975,2021,9,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,48895,Padat Penumpang
976,2021,9,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,32614,Padat Penumpang
977,2021,9,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,91,Sepi penumpang
978,2021,9,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,15,Sepi penumpang
1062,2021,2,Angkutan Umum Integrasi,9H,Cipedak - Blok M,5936,Sepi penumpang
1063,2021,2,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,11469,Ramai Penumpang
1064,2021,2,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,59242,Padat Penumpang
1065,2021,2,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,6629,Ramai Penumpang
1066,2021,2,Angkutan Umum Integrasi,8E,Bintaro - Blok M,15555,Ramai Penumpang
1067,2021,2,Angkutan Umum Integrasi,8D,Joglo - Blok M,28516,Padat Penumpang
1068,2021,2,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,11525,Ramai Penumpang
1069,2021,2,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,19590,Ramai Penumpang
1070,2021,2,Angkutan Umum Integrasi,7D,Pancoran - TMII,17270,Ramai Penumpang
1071,2021,2,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,68351,Padat Penumpang
1072,2021,2,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,36101,Padat Penumpang
1073,2021,2,Angkutan Umum Integrasi,6R,Ragunan - Stasiun MRT Fatmawati,2497,Sepi penumpang
1074,2021,2,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,21277,Ramai Penumpang
1075,2021,2,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,14490,Ramai Penumpang
1076,2021,2,Angkutan Umum Integrasi,6C,Stasiun Tebet - Karet via Patra Kuningan,71799,Padat Penumpang
1077,2021,2,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,60005,Padat Penumpang
1078,2021,2,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,15393,Ramai Penumpang
1079,2021,2,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,6618,Ramai Penumpang
1080,2021,2,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,32019,Padat Penumpang
1081,2021,2,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,28783,Padat Penumpang
1082,2021,2,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,17495,Ramai Penumpang
1083,2021,2,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,10560,Ramai Penumpang
1084,2021,2,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,21239,Ramai Penumpang
1085,2021,2,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,5649,Sepi penumpang
1086,2021,2,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,7434,Ramai Penumpang
1087,2021,2,Angkutan Umum Integrasi,1M,Meruya - Blok M,19950,Ramai Penumpang
1088,2021,2,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,34160,Padat Penumpang
1089,2021,2,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,4965,Sepi penumpang
1090,2021,2,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,57726,Padat Penumpang
1091,2021,2,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,12977,Ramai Penumpang
1092,2021,2,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,17157,Ramai Penumpang
1093,2021,2,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,50669,Padat Penumpang
1094,2021,2,Angkutan Umum Integrasi,12B,Pluit - Senen,9096,Ramai Penumpang
1095,2021,2,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,8493,Ramai Penumpang
1096,2021,2,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,47628,Padat Penumpang
1097,2021,2,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,31243,Padat Penumpang
1183,2021,7,Angkutan Umum Integrasi,9H,Cipedak - Blok M,9158,Ramai Penumpang
1184,2021,7,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,7914,Ramai Penumpang
1185,2021,7,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,41267,Padat Penumpang
1186,2021,7,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,3406,Sepi penumpang
1187,2021,7,Angkutan Umum Integrasi,8E,Bintaro - Blok M,8853,Ramai Penumpang
1188,2021,7,Angkutan Umum Integrasi,8D,Joglo - Blok M,13387,Ramai Penumpang
1189,2021,7,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,1186,Sepi penumpang
1190,2021,7,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,10617,Ramai Penumpang
1191,2021,7,Angkutan Umum Integrasi,7D,Pancoran - TMII,9570,Ramai Penumpang
1192,2021,7,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,38429,Padat Penumpang
1193,2021,7,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,36224,Padat Penumpang
1194,2021,7,Angkutan Umum Integrasi,6R,Ragunan - Stasiun MRT Fatmawati,1026,Sepi penumpang
1195,2021,7,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,12623,Ramai Penumpang
1196,2021,7,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,10908,Ramai Penumpang
1197,2021,7,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,8552,Ramai Penumpang
1198,2021,7,Angkutan Umum Integrasi,6C,Stasiun Tebet - Karet via Patra Kuningan,42384,Padat Penumpang
1199,2021,7,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,38167,Padat Penumpang
1200,2021,7,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,6465,Ramai Penumpang
1201,2021,7,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,3603,Sepi penumpang
1202,2021,7,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,20815,Ramai Penumpang
1203,2021,7,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,15182,Ramai Penumpang
1204,2021,7,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,12046,Ramai Penumpang
1205,2021,7,Angkutan Umum Integrasi,2Q,Gondangdia - Balai Kota,4465,Sepi penumpang
1206,2021,7,Angkutan Umum Integrasi,2P,Gondangdia - Senen,2029,Sepi penumpang
1207,2021,7,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,6022,Sepi penumpang
1208,2021,7,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,14727,Ramai Penumpang
1209,2021,7,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,4484,Sepi penumpang
1210,2021,7,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,4405,Sepi penumpang
1211,2021,7,Angkutan Umum Integrasi,1M,Meruya - Blok M,12145,Ramai Penumpang
1212,2021,7,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,18340,Ramai Penumpang
1213,2021,7,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,1802,Sepi penumpang
1214,2021,7,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,36585,Padat Penumpang
1215,2021,7,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,7862,Ramai Penumpang
1216,2021,7,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,10688,Ramai Penumpang
1217,2021,7,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,29960,Padat Penumpang
1218,2021,7,Angkutan Umum Integrasi,12B,Pluit - Senen,4641,Sepi penumpang
1219,2021,7,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,6363,Ramai Penumpang
1220,2021,7,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,33801,Padat Penumpang
1221,2021,7,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,23069,Ramai Penumpang
1222,2021,7,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,7,Sepi penumpang
1223,2021,7,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,11,Sepi penumpang
1307,2021,4,Angkutan Umum Integrasi,9H,Cipedak - Blok M,12866,Ramai Penumpang
1308,2021,4,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,13390,Ramai Penumpang
1309,2021,4,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,81041,Padat Penumpang
1310,2021,4,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,8991,Ramai Penumpang
1311,2021,4,Angkutan Umum Integrasi,8E,Bintaro - Blok M,19625,Ramai Penumpang
1312,2021,4,Angkutan Umum Integrasi,8D,Joglo - Blok M,32476,Padat Penumpang
1313,2021,4,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,20132,Ramai Penumpang
1314,2021,4,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,25016,Ramai Penumpang
1315,2021,4,Angkutan Umum Integrasi,7D,Pancoran - TMII,23932,Ramai Penumpang
1316,2021,4,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,79510,Padat Penumpang
1317,2021,4,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,55940,Padat Penumpang
1318,2021,4,Angkutan Umum Integrasi,6R,Ragunan - Stasiun MRT Fatmawati,1456,Sepi penumpang
1319,2021,4,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,24508,Ramai Penumpang
1320,2021,4,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,24651,Ramai Penumpang
1321,2021,4,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,18696,Ramai Penumpang
1322,2021,4,Angkutan Umum Integrasi,6C,Stasiun Tebet - Karet via Patra Kuningan,93015,Padat Penumpang
1323,2021,4,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,82099,Padat Penumpang
1324,2021,4,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,19869,Ramai Penumpang
1325,2021,4,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,8900,Ramai Penumpang
1326,2021,4,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,40791,Padat Penumpang
1327,2021,4,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,39665,Padat Penumpang
1328,2021,4,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,23523,Ramai Penumpang
1329,2021,4,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,12332,Ramai Penumpang
1330,2021,4,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,27234,Ramai Penumpang
1331,2021,4,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,7598,Ramai Penumpang
1332,2021,4,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,6413,Ramai Penumpang
1333,2021,4,Angkutan Umum Integrasi,1M,Meruya - Blok M,26770,Ramai Penumpang
1334,2021,4,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,38538,Padat Penumpang
1335,2021,4,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,8696,Ramai Penumpang
1336,2021,4,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,68159,Padat Penumpang
1337,2021,4,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,16091,Ramai Penumpang
1338,2021,4,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,22586,Ramai Penumpang
1339,2021,4,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,69934,Padat Penumpang
1340,2021,4,Angkutan Umum Integrasi,12B,Pluit - Senen,12887,Ramai Penumpang
1341,2021,4,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,11128,Ramai Penumpang
1342,2021,4,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,55677,Padat Penumpang
1343,2021,4,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,34736,Padat Penumpang
1429,2021,11,Angkutan Umum Integrasi,9H,Cipedak - Blok M,20159,Ramai Penumpang
1430,2021,11,Angkutan Umum Integrasi,9E,Kebayoran Lama - Jelambar,22996,Ramai Penumpang
1431,2021,11,Angkutan Umum Integrasi,9D,Pasar Minggu - Tanah Abang,87210,Padat Penumpang
1432,2021,11,Angkutan Umum Integrasi,8K,Batu Sari-Tanah Abang,9463,Ramai Penumpang
1433,2021,11,Angkutan Umum Integrasi,8E,Bintaro - Blok M,19613,Ramai Penumpang
1434,2021,11,Angkutan Umum Integrasi,8D,Joglo - Blok M,27154,Ramai Penumpang
1435,2021,11,Angkutan Umum Integrasi,8C,Kebayoran Lama - Tanah Abang,0,Sepi penumpang
1436,2021,11,Angkutan Umum Integrasi,7P,Pondok Kelapa - BKN,32337,Padat Penumpang
1437,2021,11,Angkutan Umum Integrasi,7D,Pancoran - TMII,27221,Ramai Penumpang
1438,2021,11,Angkutan Umum Integrasi,7B,Kampung Rambutan - Blok M,87269,Padat Penumpang
1439,2021,11,Angkutan Umum Integrasi,7A,Kampung Rambutan - Lebak Bulus,88324,Padat Penumpang
1440,2021,11,Angkutan Umum Integrasi,6R,Ragunan - Stasiun MRT Fatmawati,0,Sepi penumpang
1441,2021,11,Angkutan Umum Integrasi,6Q,Dukuh Atas - Casablanca via Epicentrum Raya,608,Sepi penumpang
1442,2021,11,Angkutan Umum Integrasi,6N,Ragunan - Blok M via Kemang,31447,Padat Penumpang
1443,2021,11,Angkutan Umum Integrasi,6M,Stasiun Manggarai - Blok  M,24756,Ramai Penumpang
1444,2021,11,Angkutan Umum Integrasi,6H,Senen - Lebak Bulus,24583,Ramai Penumpang
1445,2021,11,Angkutan Umum Integrasi,6C,Stasiun Tebet - Karet via Patra Kuningan,118725,Padat Penumpang
1446,2021,11,Angkutan Umum Integrasi,5M,Kampung Melayu - Tanah Abang via Cikini,95933,Padat Penumpang
1447,2021,11,Angkutan Umum Integrasi,5F,Kampung Melayu - Tanah Abang,18105,Ramai Penumpang
1448,2021,11,Angkutan Umum Integrasi,5B,Stasiun Tebet - Bidara Cina,8999,Ramai Penumpang
1449,2021,11,Angkutan Umum Integrasi,4F,Pinang Ranti - Pulo Gadung,43945,Padat Penumpang
1450,2021,11,Angkutan Umum Integrasi,4B,Stasiun Manggarai - UI,46314,Padat Penumpang
1451,2021,11,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,901,Sepi penumpang
1452,2021,11,Angkutan Umum Integrasi,3E,Sentraland Cengkareng - Puri Kembangan,27894,Ramai Penumpang
1453,2021,11,Angkutan Umum Integrasi,2Q,Gondangdia - Balai Kota,11567,Ramai Penumpang
1454,2021,11,Angkutan Umum Integrasi,2P,Gondangdia - Senen,4653,Sepi penumpang
1455,2021,11,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,8995,Ramai Penumpang
1456,2021,11,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,29556,Padat Penumpang
1457,2021,11,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,13565,Ramai Penumpang
1458,2021,11,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,14060,Ramai Penumpang
1459,2021,11,Angkutan Umum Integrasi,1M,Meruya - Blok M,22326,Ramai Penumpang
1460,2021,11,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,50329,Padat Penumpang
1461,2021,11,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,0,Sepi penumpang
1462,2021,11,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,78905,Padat Penumpang
1463,2021,11,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,16241,Ramai Penumpang
1464,2021,11,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,40391,Padat Penumpang
1465,2021,11,Angkutan Umum Integrasi,1A,Pantai Maju - Balai Kota,82972,Padat Penumpang
1466,2021,11,Angkutan Umum Integrasi,12A,Pelabuhan Kaliadem - Kota,1463,Sepi penumpang
